writer,location,date,time,news,title,class
عبد الله العبيد,بريدة,2020-12-16,01:48,استقطب فريق التعاون الأول لكرة القدم لاعبين مثلوا ضمك غرار محمد أبو سبعان الفترة الشتوية بعقد مدته عامين ومقابل الصفقة انتقل الثلاثي منصور المولد وعبد الله الجوعي إعارة ومحمد محسن تمثيل ضمك وشارك منصور المولد مهاجم فريق ضمك التعاون 12 مباراة سجل خلالها هدفا وحيدا فقط خاض عبد الله الجوعي لاعب فريق التعاون حاليا 13 مباراة فريق ضمك العام الماضي سجل خلالها هدفين,4 مثلوا الفريقين,0
عبد الله العبيد,بريدة,2020-12-16,01:47,يبحث الفرنسي باتريس كارتيرون مدرب فريق التعاون الأول لكرة القدم الفوز الأول مواجهات الكأس الملاعب السعودية خاض تجربة سابقة فريق النصر 2017 يسبق سجل فريقه هدفا اللقاءين خاضهما وقاد الفرنسي لاعبي النصر مباراة نهائي كأس العهد أمام الاتحاد خسرها بنتيجة 0ـ1 ملعب الملك فهد الدولي الرياض وخاض اللقاء الثاني الدور ربع النهائي كأس خادم الحرمين الشرفين أمام الغريم التقليدي الهلال خسره أيضا بنتيجة 0ـ2,كارتيرون يبحث الأول,0
عبد الله العبيد,بريدة,2020-12-16,01:43,انتظم ساندرو مانويل إياجو ريان الموسى الكاميروني ليندر تاوامبا ياسين برناوي حسن كادش نواف الصبحي السباعي تدريبات التعاون وشاركوا بفاعلية تامة تدريبات أمس خميس مشيط أراحهم الفرنسي باتريس كارتيرون مباراة أبها الماضية استعدادا لمواجهة ضمك اليوم ضمن مباريات دور 16 منافسات كأس خادم الحرمين الشريفين ميدانيا أدى اللاعبون التدريبات واعتمد مدرب الفريق الهجوم بالتركيز تاوامبا وديوك وعلي النمر المقدمة وفرض مناورة جزء الملعب شهدت مشاركة عبد الله ساني وريان الموسى,7 لاعبين ينعشون تدريبات السكري,0
عبد الرحمن أبو محروس وعبد الله العبيد,أبها,2020-12-16,01:43,اختتم الجزائري نور الدين زكري مدرب فريق ضمك الأول لكرة القدم تحضيرات فريقه لمواجهة التعاون اليوم ملعب مدينة الأمير سلطان بن عبد العزيز أبها ضمن مواجهات دور 16 كأس الملك ويرغب زكري الزج ببدلاء فريقه كأساسيين مباراة اليوم للوقوف إمكاناتهم وإعطائهم الفرصة للبروز خلال مواجهة الكأس ركز تدريب أمس الجوانب اللياقية وتسديد الكرات الثابتة وأجرى مناورة تكتيكية منتصف الملعب طبق خلالها نهج مباراة اليوم يغيب الجزائري إبراهيم شنيحي لاعب وسط الفريق وكريستيان ليما المدافع الأرجنتيني المواجهة بداعي الإصابة,الأحمر يستعين بالبدلاء وشنيحي يغيب,0
عبد الرحمن أبو محروس وعبد الله العبيد,أبها,2020-12-16,01:42,خاض الجزائري نور الدين زكري مدرب فريق ضمك الأول لكرة القدم تجربتين فنيتين كأس خادم الحرمين الشريفين الأولى نسخة 2019 الفيحاء والعام الماضي فريقه الحالي يستطع تجاوز دور 16 البطولة وحقق زكري خلال فترة الفيحاء انتصارين دور 64 أمام الشهيد بنتيجة 6ـ2 والآخر دور 32 أمام وج الطائف وانتهت بفوز الفيحاء 1ـ0 ليستضيف النصر دور 16 ملعب مدينة المجمعة الرياضية 21 يناير واكتسح النصر مستضيفه بنتيجة 6 أهداف نظيفة التجربة الثانية العام الماضي خاض زكري أولى مبارياته ضمك أمام الحجاز وحقق انتصارا بنتيجة 1ـ0 وواجه فريق الجيل دور 32 وكسب ضمك بنتيجة 2ـ1 وأخيرا استضاف النصر لقاء دور 16 وخرج بانتصار الأصفر 4ـ2,زكري يتجاوز 16,0
عبد الرحمن أبو محروس وعبد الله العبيد,أبها,2020-12-16,01:42,يستضيف فريق ضمك الأول لكرة القدم نظيره التعاون اليوم ضمن مباريات دور 16 كأس خادم الحرمين الشريفين ملعب مدينة الأمير سلطان بن عبد العزيز المحالة ويعد اللقاء الثاني الفريقين البطولة ذاتها التقيا دور 32 ملعب مدينة الملك عبد الله الرياضية بريدة 2018 وكسب ضمك مستضيفه بنتيجة 2ـ1 سجلها علي العلياني وحسن شراحيلي لضمك أحرز عبد العزيز البيشي الهدف الوحيد للتعاون ويلاقي الفائز اللقاء المتأهل مباراة فريقي القادسية والشباب الدور ربع النهائي منتصف يناير المقبل,ضمك والتعاون المواجهة الثانية,0
حسين الخيواني,الدمام,2020-12-16,01:40,يفقد فريق القادسية الأول لكرة القدم اليوم أمام نظيره الشباب خمسة لاعبين لأسباب مختلفة عبد الله حضريتي لأسباب عائلية ومنصور النجار بسبب إصابته الركبة والكولومبي أسبريلا المصاب بتمدد عضلة السمانة وعمر المزيني بسبب عدم جاهزيته اللياقية زال يخضع لبرنامج لياقي وأحمد الفريدي يصل الجاهزية التامة لخوض المباريات وينتظر يعلن التونسي يوسف المناعي مدرب الفريق بدلاء الغائبين الاجتماع الفني اليوم,أسبريلا رأس الغائبين,0
حسين الخيواني,الدمام,2020-12-16,01:39,أكد التونسي يوسف المناعي مدرب فريق القادسية طبيعة المنافسة تلعب بنظام خروج المغلوب تتطلب التعامل بحذر أمام الشباب اليوم ضمن دور 16 لمسابقة كأس خادم الحرمين الشريفين وقال مؤتمره الصحافي أمس فترة استعداداتنا كانت قصيرة رحلة شاقة الباحة يكن لدينا الوقت الكافي لخوض التمارين المطلوبة هدفنا كان استرجاع الطاقة الذهنية والبدنية لدينا لاعبين يملكون شخصية قوية ويجيدون التعامل الظروف وأضاف الشباب سيلعب معنا بقوة أجل رد اعتباره الخسارة تعرض القادسية الدوري الأسبوع الماضي سنواجه فريقا شرسا,المناعي نلعب بحذر,0
علي الحدادي,الرياض,2020-12-16,01:39,أصبح عبد الله الزوري الظهير الأيسر لفريق الشباب الأول لكرة القدم إحدى الركائز الأساسية يعتمد عليها الإسباني بيدرو مدرب الفريق تعافيه الإصابة لحقت بداية الموسم ويتميز الزوري بعكس الكرات المضبوطة أمام مرمى الخصوم ودقة التصويب مسافات بعيدة فضلا جهوده الملموسة الناحية الدفاعية تدعمه خبرته العريضة ولعب الزوري الشباب الموسم الجاري ثلاث مباريات بعدد دقائق 180 استبدل مرة ودخل بديلا مرة,الزوري المدافع الخبرة,0
حسين الخيواني,الدمام,2020-12-16,01:38,خصص التونسي يوسف المناعي مدرب فريق القادسية الأول لكرة القدم وقتا طويلا للجوانب الترفيهية التدريبات استمرت ساعة استعدادا للقاء الشباب اليوم ضمن ثمن نهائي مسابقة كأس خادم الحرمين الشريفين لشعور اللاعبين بالإرهاق جراء الرحلة الطويلة الباحة واستهل المناعي الحصة بمحاضرة طالب اللاعبين بالتركيز التام خلال 90 دقيقة واستغلال الفرص أمام المرمى وعدم التفريط وحذرهم فريق الشباب مشيرا أنه سيكون مختلفا اللقاء الماضي الدوري وسيجتهدون لرد اعتبارهم خسارة الدوري وأخضع اللاعبين لتمارين خفيفة قبل يجري مناورة منتصف الملعب نهاية الحصة توجه اللاعبون معسكرهم أحد الفنادق,ساعة تجهز بنو قادس,0
متعب العبد الهادي,الرياض,2020-12-16,01:35,يتفوق فريق الشباب الأول لكرة القدم نظيره القادسية المباريات جمعت بينهما المسابقات تلعب بنظام خروج المغلوب كأس الملك كأس العهد وكأس الاتحاد بخمسة انتصارات مقابل ثلاثة للقادسية واللافت المباريات الثلاث فاز القادسية كانت بركلات الترجيح تنتهي المباريات بالتعادل كان أبرزها وأهمها فوزه نهائي كأس العهد عام 1992 بينما جاءت انتصارات الشباب الوقت الرسمي وأغلب المواجهات جمعت بينهما كانت مسابقة كأس العهد التقيا 6 مرات ومرة كأس الملك وأخرى كأس الاتحاد ويعد دور 16 المراحل التقيا بأربع مرات بينما التقيا مرتين دور الثمانية ومرة نصف النهائي ومرة النهائي فاز الشباب بنتيجة 3ـ2 مرتين وبنتيجة 2ـ1 ثلاث مرات,القادسية صديق الترجيحية,0
الرياضية,الرياض,2020-12-16,01:35,تبدو الإحصاءات والأرقام متقاربة حد كبير فريقي النصر والرائد قبل مباراتهما اليوم ضمن منافسات دور 16 كاس الملك وأظهرت أرقام الفريقين بحسب إحصاءات رابطة الدوري السعودي للمحترفين تقاربا كبيرا بينهما خاصة النواحي الدفاعية مرور 8 جولات الدوري استقبل 13 هدفا يتشابه الفريقان نسبة دقة العرضيات ففي بلغت دقة العرضيات النصر نسبة 22 9 المئة كانت بنسبة 24 2 المئة الرائد,قبل المواجهة الأرقام متقاربة,0
الرياضية,الرياض,2020-12-16,01:35,يرتبط المغربي عبد الرزاق حمد الله مهاجم فريق النصر الأول لكرة القدم بعلاقة رائعة شباك فريق الرائد سجل 10 أهداف أربع مباريات قبل مواجهة الفريقين اليوم دور 16 بطولة كأس خادم الحرمين الشريفين وتنوعت أهداف حمد الله الهدف والهدفين و الهاتريك و السوبر هاتريك مباريات أخرى ويتطلع حمد الله لقاء اليوم مواصلة تسجيل الأهداف الشباك المفضلة واستعادة التوازن ظهور مقنع الدوري,حمد الله تخصص الشباك المفضلة,0
الرياضية,الرياض,2020-12-16,01:35,يتجدد اللقاء البرتغالي روي فيتوريا مدرب فريق النصر الأول لكرة القدم والبلجيكي بيسنيك هاسي مدرب الرائد للمرة الرابعة بينهما عندما يتقابل الفريقان اليوم ملعب الملك فهد الدولي الرياض ضمن دور 16 بطولة كأس خادم الحرمين الشريفين وجمعت ثلاث مباريات سابقة فيتوريا وهاسي دوري كأس محمد بن سلمان للمحترفين وانتهت جميعها 3 انتصارات للمدرب البرتغالي أبرزها الخماسية النظيفة الدور الثاني موسم 2018ـ2019 وسجل لاعبو النصر بقيادة فيتوريا 11 هدفا اهتزت شباك الأصفر مرة واحدة,فيتوريا يخسر,0
نايف البدراني,بريدة,2020-12-16,01:34,وضع البلجيكي بيسنيك هاسي مدرب فريق الرائد الأول لكرة القدم عقيل بلغيث المدافع ضمن حساباته مواجهة النصر اليوم تعافيه الإصابة أبعدته المشاركة المباريات الماضية ووضع هاسي اللمسات الأخيرة للقاء النصر خلال التدريبات جرت أمس ملعب الملك فهد الدولي الرياض يحتضن مباراة الفريقين اليوم وحرص المدرب البلجيكي إبعاد اللاعبين الإجهاد وصول البعثة الرياض مكتفيا بتدريبات لياقية خفيفة وجمل تكتيكية تضمنت التمرير لمسة واحدة ولعب الكرات العرضية أدى حراس المرمى تمارينهم برفقة الهولندي ماكس دي يونج مدرب الحراس,بلغيث يدخل حسابات هاسي,0
الرياضية,الرياض,2020-12-16,01:34,حرمت الإصابة الثنائي عوض خميس وعبد الفتاح آدم الظهور للمرة الأولى أمام النصر فريقهما السابق لقاء اليوم ضمن دور 16 منافسات بطولة كأس خادم الحرمين الشريفين وانتقل خميس وآدم صفوف الرائد فترة الانتقالات الصيفية الماضية الأول بصفة نهائية والثاني بنظام الإعارة نهاية الموسم وشاركا عدد مباريات دوري كأس محمد بن سلمان للمحترفين الإصابة أبعدتهما مواجهة كانت ستحمل الكثير الذكريات أمام زملائهما السابقين النصر وأصيب اللاعبان بقطع الرباط الصليبي الطرف المقابل يفقد النصر جهود الثنائي عبد المجيد الصليهم وفراس البريكان بداعي الإصابة أيضا,الإصابات تؤجل لقاء الذكريات,0
بندر العتيبي,الرياض,2020-12-16,01:33,تلقى فريق النصر الأول لكرة القدم دفعة معنوية قبل مواجهة الرائد اليوم دور 16 بطولة كأس خادم الحرمين الشريفين مشاركة أيمن يحيى الجناح التدريبات أمس شفائه الإصابة وغاب أيمن يحيى الحصة التدريبية أمس الأول شعوره بآلام عضلية خضع إثرها لجلسات علاجية عيادة النادي انضم عبد الفتاح عسيري معسكر الفريق أمس إشارة واضحة أنه سيكون ضمن الأسماء سيعتمد عليها روي فيتوريا مدرب الفريق أمام الرائد اليوم وافتقد الفريق النصراوي جهود عبد الفتاح عسيري طوال المباريات الماضية وتحديدا إصابته لقاء الأهلي 27 أكتوبر الماضي ضمن الدور نصف النهائي كأس الملك وأنهى الفريق تحضيراته لمواجهة الرائد بتدريبات مسائية أمس خصص فيتوريا جزءا لتدريبات تنفيذ ركلات الترجيح شهدت تألق وليد عبد الله حارس المرمى,أيمن يشارك وعسيري يلتحق بالمعسكر,0
أحمد الخلف,الرياض,2020-12-16,01:33,يلتقي فريق النصر الأول لكرة القدم نظيره الرائد اليوم ضمن دور 16 بطولة كأس خادم الحرمين الشريفين لقاء الأول بينهما صعيد البطولة والثالث تاريخ مباريات خروج المغلوب وتقابل الفريقان سابقا مواجهات خروج المغلوب كلتاهما بطولة كأس العهد وكانت الأولى موسم 2009ـ2010 مباراة جرت ملعب مدينة الملك عبد الله الرياضية بريدة ضمن منافسات دور 16 ويومها تألق المصري حسام غالي لاعب النصر وقاد فريقه الفوز بنتيجة 2ـ0 بتسجيله هدفي المباراة التاريخ بموسمين التقى الفريقان مجددا نصف نهائي كأس العهد الملعب ويومها انتهت المباراة بنفس النتيجة السابقة 2ـ0 وسجل للنصر البرازيلي رافايل باستوس ومحمد السهلاوي ركلة جزاء,خروج المغلوب النصر يتفوق مرتين,0
عادل الدحيلان,الأحساء,2020-12-16,01:32,قفز فريق العدالة الأول لكرة القدم المركز الثالث سلم الترتيب دوري الأمير محمد بن سلمان لأندية الدرجة الأولى فوزه أمس ضيفه الساحل بثلاثة أهداف مقابل الجولة العاشرة وسجل أهداف العدالة عبد الله خطاب وفيرناندو جابرييل والبراء باعظيم وشهدت المباراة إبعاد عيسى الفران لاعب فريق الساحل بالبطاقة الحمراء ورفع العدالة رصيده النقطي 22 نقطة المركز الثاني وبقي الساحل رصيده السابق 12 نقطة المركز العاشر,العدالة يتجاوز الساحل بثلاثية,1
عادل الدحيلان,الأحساء,2020-12-16,01:32,طالب السعودي عبد الله الجنوبي مدرب فريق النجوم الأول لكرة القدم لاعبيه أهمية التركيز وبذل مزيد الجهد مواجهة الجولة العاشرة اليوم أمام فريق نجران واعتمد السعودي الجنوبي مناورة كروية أمس كامل الملعب شارك جميع اللاعبين,الجنوبي يطالب بالتركيز,0
حسن ذيبان,أبها,2020-12-16,01:32,أكمل فريق نجران الأول لكرة القدم استعداداته لمواجهة مضيفه النجوم الأحساء ضمن لقاءات الجولة العاشرة دوري محمد بن سلمان لأندية الدرجة الأولى وطالب البرتغالي جوميز المدرب اللاعبين الضغط حامل الكرة وعدم إعطائه الفرصة للتحرك والعمل استثمار الفرص المتاحة أمام المرمى,نجران ضغط وتحرك,0
حسين الخيواني,الدمام,2020-12-16,01:32,تمكن فريق الثقبة الأول لكرة القدم الفوز للمرة الثانية التوالي تجاوزه ضيفه عرعر ملعب الأمير سعود بن جلوي الدمام بهدفين مقابل هدف وسجل هدفي الثقبة كوزموس داودا وأمير عمراني سجل هدف عرعر الوحيد سلطان الدوسري ورفع الثقبة رصيده النقطي النقطة التاسعة المركز 14 تراجع عرعر المركز 19 برصيد خمس نقاط,الثقبة يكسب عرعر,1
مازن العسرج,الرياض,2020-12-16,01:32,يبحث فريق النجوم الأول لكرة القدم أول انتصار منافسات دوري الأمير محمد بن سلمان لأندية الدرجة الأولى اليوم أمام نظيره نجران ملعب مدينة الأمير عبد الله بن جلوي الرياضية وفشل النجوم تحقيق انتصار مرور 10 جولات انطلاق الدوري الأمر كلفه احتلال المرتبة الأخيرة سلم الترتيب برصيد نقطتين المقابل يدخل نجران المواجهة يحمل رصيده 12 نقطة وتلعب 3 مباريات أخرى ختام الجولة يستقبل الشعلة نظيره الطائي الخرج يلتقي النهضة وأحد المدينة المنورة ويواجه الخليج نظيره البكيرية سيهات,النجوم ينتظر الفوز الأول,0
أنور قمقوم,عرعر,2020-12-16,01:32,خرج فريقا الجبلين والكوكب بالتعادل السلبي أمس مواجهة الجولة العاشرة ضمن منافسات دوري الأمير محمد بن سلمان لأندية الدرجة الأولى ملعب مدينة الأمير عبد العزيز بن مساعد الرياضية حائل ورفع الجبلين رصيده النقطي 23 نقطة المركز الثاني سلم الترتيب ارتفع رصيد الكوكب 11 نقطة المركز الثاني عشر ويحل الجبلين الجولة 11 ضيفا العدالة الأحساء الأربعاء المقبل يستضف الكوكب نظيره أحد اليوم ذاته الخرج,السلبية تجمع الجبلين والكوكب,1
الرياضية,الرياض,2020-12-16,01:31,نجح فريق الدرعية الأول لكرة القدم العودة المركز الخامس جدول ترتيب دوري الأمير محمد بن سلمان لأندية الدرجة الأولى عقب فوزه ضيفه هجر 3ـ0 أمس ملعب نادي الرياض ضمن منافسات الجولة العاشرة الدوري وسجل الدرعية مبكرا الدقيقة 30 طريق لازارو فينيوس لاعب هجر خطأ مرماه وعزز محمود بن صالح تقدم فريقه 12 دقيقة قبل يحسم نواف الحبشي فوز أصحاب الأرض ثلاث دقائق نهاية الوقت الأصلي للمباراة ورفع الدرعية رصيده 18 نقطة جناها 5 انتصارات و3 تعادلات وخسارتين تراجع هجر للمركز السادس بقي رصيده السابق 17 نقطة جمعها 5 انتصارات وتعادلين و3 هزائم,الدرعية يصعد الخامس,1
حسين الخيواني,الدمام,2020-12-16,01:29,رفض مؤيد غروي لاعب فريق جدة الأول لكرة القدم خسارة فريقه ضيفه الفيحاء الجولة العاشرة ضمن منافسات دوري الأمير محمد بن سلمان لأندية الدرجة الأولى ونجح غروي تسجيل هدف التعادل لفريقه سبع دقائق تقدم الفيحاء طريق طلال مجرشي اللقاء جمع الفريقين الملعب الرديف مدينة الملك عبد الله الرياضية جدة ورفع جدة رصيده النقطي 12 نقطة المركز التاسع تقدم الفيحاء المركز الثاني سلم الترتيب برصيد 23 نقطة خلف الحزم متصدر الدوري وتعد المواجهة الأولى تجمع جدة والفيحاء منافسات دوري الدرجة الأولى تواجها ست مرات دوري الدرجة الثانية,غروي يرفض خسارة جدة,1
وليد الصيعري,الدمام,2020-12-16,01:14,أكد جمال محمد مهاجم فريق الاتفاق الأول لكرة القدم الأسبق عودة المغربي وليد أزارو المهاجم المشاركة غياب بداعي الإصابة ستنعش الفريق مواجهتة أمام الفيصلي غدا ضمن منافسات دور 16 لكأس خادم الحرمين الشريفين وأوضح الرياضية محمد قائلا الاتفاق منتعش الفوز ضمك وتقديم مباراة مميزة أمام النصر خسرها الفريق بالتعادل آخر الوقت لذا سيدخل مباراة الفيصلي بثقة أكبر أجل تحقيق الفوز والتأهل دور الثمانية الغيابات المؤثرة خط الدفاع شدد محمد الأندية الكبيرة تنظر الغيابات لوجود لاعب الخانة ذاتها والاتفاق لديه أسماء قادرة سد غياب يواجه الفريق,محمد أزارو ينعش الاتفاق,0
الرياضية,أبها,2020-12-16,01:10,يدشن فريقا ضمك وضيفه التعاون منافسات دور 16 لمسابقة كأس خادم الحرمين الشريفين لكرة القدم الأربعاء ملعب مدينة الأمير سلطان بن عبدالعزيز الرياضية بالمحالة أبها ويسعى فريق ضمك تعويض اخفاقات الدوري يحتل المركز الأخير بالابتعاد أعلى نقطة المسابقة الأغلى تكون بداية لعودة الفريق الانتصارات وكان الفريق الجنوبي غادر النسخة الماضية الدور ذاته يد النصر بالخسارة أمام الفريق العاصمي بنتيجة 2 4 اللعب يستضيفه نظيره القصيمي بدوره سيعمل التعاون تلافي سيناريو النسخة الماضية والمغادرة دور 16 نفس الملعب بالخسارة أمام أبها بهدف رد ستكون الفرصة مواتية لاستغلال حالة التوهان يمر مستضيفه واستعد الفرنسي باتريس كارتيرون جيدا للمواجهة اختتم تحضيراته الثلاثاء بتقسيم اللاعبين مجموعتين تناقلوا الكرة لمسة واحدة طبق المدرب عدد الجمل الفنية واعتمد التكتيك سيتبعه المواجهة,ضمك والتعاون يقصان شريط الكأس,0
الرياضية,الخبر,2020-12-16,01:02,يحل فريق الشباب الأول لكرة القدم ضيفا القادسية الأربعاء المواجهة تجمعهما ملعب مدينة الأمير سعود بن جلوي الرياضية بالراكة الخبر ضمن مباريات دور 16 منافسة كأس خادم الحرمين الشريفين ويأمل الفريقان محو الذكرى السلبية تركاها مشاركة النسخة الماضية بخروج الشباب دور 32 للمنافسة يد الشعلة درجة أولى بالخسارة الخرج 1 2 غادر القادسية دور 62 علي يد ضيفه الروضة درجة ثانية وسيعمل البرتغالي بيدرو كايشينيا مدرب الشباب استغلال الحالة المعنوية العالية وسط اللاعبين بتقدمهم جدول ترتيب الدوري أجل الاستمرار المسابقة والتأهل الدور المقبل واختتم الفريق العاصمي تحضيراته للمواجهة بمران ترفيهي قبل المغادرة الخبر واشتمل المران تطبيق عدد الجمل الفنية والتكتيكية المقابل يعيش الفريق القدساوي حالة استقرار فني وانتعاش بالفوز جولتين التوالي دوري المحترفين واقترب فريق مقدمة الترتيب يذكر القادسية والشباب التقيا قبل أسبوعين دوري كأس محمد بن سلمان للمحترفين ونجح الفريق الشرقي تحقيق الفوز حينها بنتيجة 2 1,كأس الملك القادسية والشباب لتفادي سيناريو المغادرة,0
الرياضية,الرياض,2020-12-16,12:32,مرور عقود الزمن قضاها فريق النصر الأول ملاعب العاصمة تأسيسه متنقلا الصائغ والملز وملعب الملك فهد سيخوض الأصفر آخر مباراة درة الملاعب أمام الرائد ثمن نهائي كأس الملك الأربعاء قبل يستضيف لقاءاته مرسول بارك ملعبه الجديد لمدة 10 أعوام مقبلة ويدشن الأصفر مبارياته أطلق ساحة النصر بملاقاة نظيره ضمك 26 ديسمبر الجاري ضمن الجولة العاشرة دوري كأس محمد بن سلمان للمحترفين يغادر الفريق العاصمي قبلها حفر الباطن الأسبوع التاسع لمواجهة الباطن ووقعت إدارة النصر برئاسة صفوان السويكت 26 أكتوبر الماضي عقدا شركة الوسائل السعودية الفائزة بمناقصة الاستثمار ملعب الجامعة ليكون المقر الرسمي لمباريات الفريق الأول لكرة القدم النادي لعقد كامل العام الحالي 2020 طرحت الجامعة الملعب لمناقصة عامة وفازت شركة الوسائل السعودية بالملعب لمدة 10 أعوام ينتهي عقدها 2030 وسبق الهلال الأندية السعودية استثمار ملعب الجامعة يتسع 25 ألف متفرج وأطلق اسم محيط الرعب لمدة 3 مواسم العام 2017 قبل تفوز شركة الوسائل بتشغيل الملعب,النصر يودع الملز والدرة أمسية الرائد,0
الرياضية,الرياض,2020-12-15,10:38,بدأ عبدالمجيد الصليهم لاعب خط وسط فريق النصر الأول لكرة القدم التدرج العودة التدريبات الجماعية باشر عمليات الجري الثلاثاء خلال ختام تحضيرات الأصفر لمباراته دور 16 كأس محمد بن سلمان للمحترفين الأربعاء وقت أصبح عبدالفتاح عسيري جاهزا للمشاركة مرة أخرى الفريق العاصمي عودته التدريبات الأسبوع الماضي فضل البرتغالي فيتوريا عدم الزج مباراة الأهلي السبت الماضي ضمن الجولة الثامنة دوري كأس محمد بن سلمان للمحترفين التأكد ضمان استعداده الكامل بدنيا وشهدت الحصة التدريبية للأصفر شرح عدد الأمور الفنية للاعبين قبل فيتوريا تحضيرا لمواجهة الرائد ملعب الملك فهد الدولي بالرياض سيتمكن فراس البريكان مهاجم الفريق الجري بدءا الأربعاء تأهبا للعودة المباريات وكان النصر خسر البطولة ذاتها المباراة النهائية قبل أسبوعين أمام غريمه الهلال يتمكن الفوز مسابقة الدوري مباراة واحدة امام القادسية مقابل 6 خسائر وتعادل آخر,النصر ينهي تحضيرات الرائد والصليهم يعود,0
الرياضية,الرياض,2020-12-15,08:50,تلقى الروماني رازفان لوشيسكو ضربة موجعة قبل مواجهة الفتح الخميس بغياب علي البليهي ومتعب المفرج مدافعي الفريق بداعي الإصابة لينضما عبدالله المعيوف وحبيب الوطيان والإيطالي سيباستيان جيوفينكو يتلقون العلاج إصابات متفرقة وأعلن نادي الهلال الثلاثاء الفحوص الطبية خضع البليهي عيادة النادي أثبتت إصابته العضلة الضامة أثبتت الفحوصات أجراها المفرج إصابته بتمدد العضلة الخلفية وحاجته لفترة علاج تمتد 10 أيام أسبوعين شعر بالآلام تدريبات الثلاثاء يأتي قبل يلاقي الأزرق نظيره الفتح الخميس ضمن دور 16 مسابقة كأس خادم الحرمين الشريفين بالرياض واصل الأزرق تحضيراته بدأ المران بتدريبات لياقية متنوعة شرح رازفان لوشيسكو مدرب الفريق عددا الجمل التكتيكية واختتم الحصة حضرها فهد بن نافل رئيس النادي بمناورة جزء مساحة الملعب يذكر الهلال خاض مباراة قبل جولتين أمام الفتح صعيد دوري كأس محمد بن سلمان للمحترفين وصادفت أيضا غياب علي البليهي المواجهة ونجح الأزرق المباراة بالفوز بثلاثة أهداف مقابل,الهلال يفقد البليهي والمفرج أمام الفتح,0
الرياضية,الرياض,2020-12-15,07:02,شهدت بطولة مسابقة دوري أبطال آسيا مباريات نهائية تنسى خلال النسخ 17 الأخيرة إطلاق البطولة بنظامها الجديد 2003 لذلك قام الموقع الرسمي للاتحاد الآسيوي لكرة القدم بتسليط الضوء أبرز النهائيات وأشهر الأبطال وتواجد الاتحاد رأس القائمة عودته الشهيرة أمام سيونجنام إيلهوا تشونما الكوري الجنوبي عام 2004 خسر ذهابا جدة 1 3 قبل يصنع المفاجأة ويفوز كوريا بنتيجة 5 0 ليحصل اللقب بمجموع 6 3 المباراتين أبرز الآسيوي إنجاز سيدني الأسترالي 2014 موضحا الهلال كان المرشح الأكبر قبل خوض النهائي واجه الفريق الأسترالي يشارك لأول مرة الخسارة 0 1 مباراة الذهاب أمام الأستراليين عقدت موقفه قبل لقاء الإياب الرياض انتهى بالتعادل السلبي الفريقين ليتوج سيدني باللقب واهتم التقرير أيضا بنسخة 2019 فاز الهلال ليصف الآسيوي الفريق بأنه حمل طموح التتويج باللقب القاري يعيد الأيام الذهبية عقد التسعينات ومطلع الألفية عندما حصد ستة ألقاب قارية ليفوز باللقب غياب بنتيجة 3 0 مجموع المباراتين يذكر الموقع الرسمي أضاف بطولتي 2006 و2016 ضمن قائمته يمكن للقراء المشاركة التصويت للنهائي الأقوى والأكثر إثارة بينها يوم 19 ديسمبر الجاري,الآسيوي يبرز تتويج الاتحاد والهلال دوري الأبطال,2
الرياضية,الرياض,2020-12-15,06:09,اهتمت وسائل الإعلام المغربية بتراجع أداء عبد الرزاق حمد الله مهاجم النصر فريقه الموسم إضاعته لأكثر ركلة جزاء وتراجع مستوى ترتيب النادي الدوري السعودي للمحترفين ووصفت صحيفة المنتخب المغربية الثلاثاء حالة حمد الله الحالية بالمخيفة لتؤكد المهاجم الدولي السابق سجل هدف واحد فقط الموسم بالدوري إضاعته 3 ركلات الآن وأكد التقرير البالغ 29 عاما يمر بمرحلة انخفاض المستوى صعيد الملاعب السعودية ليتراجع فريقه المركز قبل الأخير ترتيب بطولة الدوري جمعه 4 نقاط فقط 8 مباريات وسجل حمد الله سجل هدفا واحدا وصنع آخر بطولة الدوري ليبتعد تماما دائرة المنافسة لقب هدافي البطولة للمرة الأولى قدومه السعودية خاض بداية الموسم الجاري 6 مباريات سجل خلالها هدفا 4 الدوري واثنتين كأس خادم الحرمين الشريفين تغيب لفترات متقطعة قبل أسابيع إثر إصابته بفيروس كورونا وتعد البداية الحالية الأقل لحمد الله فريقه العاصمي يسبق اكتفى بهدف واحد 6 مشاركات وقت أنهى الموسم الأول دوريا بصدارة قائمة الهدافين برصيد 34 واصل كسب لقب الهداف الموسم الثاني 29,الإعلام المغربي يصف حالة حمدالله المخيفة,0
وليد الصيعري,الدمام,2020-12-15,02:26,أعلن محمد بن خالد العتيبي عزمه تقديم أوراق ترشحه لرئاسة مجلس إدارة نادي القادسية فتح باب الترشح خلال الجمعية العمومية ستدعو وزارة الرياضة خلال الأسابيع المقبلة وأوضح الرياضية العتيبي أنه أكمل ملف برنامجه الانتخابي سيعلن عنه قريبا مشيرا فكرة تقديم ملفه للرئاسة جاءت نزولا رغبة عدد داعمي النادي ووعودهم بتقديم الدعم يتناسب أهمية المرحلة ونقل النادي مستوى المنافسة القوية سواء يتعلق بفرق كرة القدم الألعاب المختلفة,العتيبي يترشح لرئاسة القادسية,0
